ID	Amplitude	r_eff	n	Ellipticity	Theta	Amplitude_std	r_eff_std	n_std	Ellipticity_std	Theta_std
576	0.0026538285573308395	103.02266567876842	9.85060239447315	0.6861546478682556	-0.5420610943840775	24.718714801781697	24.718714801781697	1.1555399407689013	0.008353714386405045	0.00872720003840374
9614	0.16525395261909426	13.094674322307785	3.776571282814708	0.7823101988135428	0.054618392483931605	0.22490278678406794	0.22490278678406794	0.0983511678355296	0.0034600057120303786	0.003065282185552009
498	0.06074195159348694	26.30980321260895	6.753429122722011	0.8560698829777357	0.2338414937277612	1.4612467511683016	1.4612467511683016	0.5072202404230051	0.0039757516731940955	0.003388947481536975
8702	0.19567128084609064	9.015374206873123	5.689321969123725	0.807632972637894	0.9304285690629986	0.4414861628044098	0.4414861628044098	0.4839570500832164	0.005914988114277673	0.004966677537681996
1422	0.027452066216577517	22.2324193098643	5.7390874215620675	0.2647031914877879	1.2913773178086374	0.6081309989380658	0.6081309989380658	0.17281987580495375	0.005487204992096279	0.01195132102654025
1421	0.008386732790460063	236.06268911428012	5.67637845985688	0.8117091340938117	0.9456977512883943	10.261397894987757	10.261397894987757	0.09586858873477076	0.0013590543140606399	0.001344504984314076
66815	0.0734685151326094	150.452025415393	0.31646154945888777	0.508792481262297	-3.550986097265159	8.932084927823732	8.932084927823732	0.018399378497040965	0.027182713123251444	0.021656129833084927
577	0.00521044535153319	86.40749404820359	5.194789220058581	0.09948190382397544	3.3890018484453663	3.9005443275097558	3.9005443275097558	0.13407728537620872	0.00570792816833074	0.030586507829926474
9584	0.00040079375139609013	573.6123059332186	6.262351131533181	0.5074289572760532	1.016497047947581	187.5279152804534	187.5279152804534	0.655303294625836	0.010245045755867276	0.01380562884293685
1629	0.05732996496167331	18.229250160244067	3.9788840601072004	0.07284368921032151	0.43644678054020986	0.15731413128598148	0.15731413128598148	0.028398473175450748	0.0032368215667093734	0.02285354693171846
64632	0.04096268022988392	54.01956789879726	0.10000000000000002	0.6960201436175959	2.1668463384082957	0.5503397018457538	0.5503397018457538	0.012776449570571627	0.0054735161255643075	0.00593234391272472
477	0.023249983945938513	25.65689354768474	5.1188766027315795	0.4125009245333964	0.487834905445301	1.2819615373253241	1.2819615373253241	0.22840793026569678	0.009317066610092711	0.014090809949332997
2199	0.042936527777424786	15.54732585760039	4.488071253085654	0.6483841586315888	1.582105278927779	0.8884412634338298	0.8884412634338298	0.2854067963733349	0.010716184517060403	0.011425463372807941
403	0.0507461770770876	22.188729843097633	6.564373048697128	0.7022175323775749	1.835951246724446	0.6761630008207744	0.6761630008207744	0.20697111213159997	0.0032882638251524442	0.0033010228348852953
8892	0.05943754063107221	8.208613336639088	5.90030455521768	0.48837191984009315	0.29233016471725454	0.8054554623663158	0.8054554623663158	0.8657275017319697	0.020626994579467105	0.026516546209337473
414	0.029896167534644014	28.550618968386168	8.189126779105097	0.7365514251085689	-0.10804426480094434	2.0329752204266427	2.0329752204266427	0.49317716499815206	0.005273233137452546	0.005193399644391688
554	0.0005524820205821042	3746.2752911191446	4.111691249297876	4.907176821628677e-13	-6.283000527565529	910.923364975793	910.923364975793	0.20264145912523368	0.0009662024782615932	2.9038570124772914e-06
605	0.00046388869203048237	845.8058652150612	7.137596218289724	0.4734856307325435	0.44868829303649715	83.20492473486166	83.20492473486166	0.173276296361444	0.0039037288548944274	0.0054709465491757465
590	0.004116125544903783	130.71660264675097	4.069699615213131	0.02537868082625733	1.919082454255642	6.958164437315435	6.958164437315435	0.09343644426895842	0.010031232670257103	0.19268490867155647
2388	0.020777012495926186	22.80117562975179	6.029294478487338	0.03402235449504982	0.5610074153992463	1.0679299540898575	1.0679299540898575	0.2956486563998312	0.010544606546413931	0.15795775608124704
2102	0.012933348286139937	44.660732826382635	4.401075103558658	0.23140364391777757	1.7198598356176837	1.132687767227883	1.132687767227883	0.08380032212861858	0.005058041359530859	0.01224455583382723
2198	0.021833273716824742	24.026369054476984	6.548150396371143	0.5351287795805575	-0.4400898355441875	3.953178072833805	3.953178072833805	0.7100192980198371	0.021489641919637398	0.026407603687517944
2100	0.01983949751795114	47.72209438526353	4.865460514654286	0.3943597094571032	1.4440387310518237	0.8269705596840494	0.8269705596840494	0.06551810823414696	0.0024517319798720324	0.0038890272513630478
415	0.015783836249259955	33.317813498227586	5.578167690784224	0.0140504907758732	2.206566544956963	1.2276115649627681	1.2276115649627681	0.15353668591765246	0.008124644068114611	0.2894537536914397
445	0.08204180663940217	11.011086191701427	4.702917446793081	0.302481840141307	0.011760133121639909	0.25009385578196974	0.25009385578196974	0.1721308723417474	0.006739210691074371	0.012976080344454655
395	0.5918706236107545	7.187158229399471	4.171399285880278	0.7983192150624466	1.6762153986923176	0.06806744753627582	0.06806744753627582	0.0753948052246196	0.0026186627665277747	0.002208379648983835
444	0.04516671868595412	19.69146056475226	5.610432409804118	0.4912102452429056	0.4871443644648461	0.43642569646651663	0.43642569646651663	0.17921185581886936	0.003769276789092895	0.0049260307805966096
